User_ID,Age,Country,ISBN,Title,Author,Main_Genres,Genres,Age_Group
196077,28, usa,553255851,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
196077,28, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
196160,22, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
196191,18, poland,517884410,Relativity: The Special and the General Theory,Albert Einstein,Science & Mathematics,Mathematics,Young Adult (18-29)
196466,30, usa,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Adult (30-59)
196630,38, usa,078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Sciences, Technology & Medicine",Transportation & Automotive,Adult (30-59)
197012,33, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
197293,26, canada,590460307,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
197364,30, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
197659,49, usa,140328696,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
197775,21, romania,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
197866,30, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
198012,34, usa,451520807,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
198412,17, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Teens (12-17)
198506,49, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
198621,42, usa,399128115,Icebreaker,HANNAH GRACE,Sports,Winter Sports,Adult (30-59)
198621,42, usa,553225103,Zen in the Martial Arts,Joe Hyams,Religion,Buddhism,Adult (30-59)
198711,62, usa,64430170,Goodnight Moon,Margaret Wise Brown,Children's Books,Animals & Pets,Senior (60+)
198711,62, usa,441009190,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Senior (60+)
198711,62, usa,553121456,Independence,Chitra Banerjee Divakaruni,Higher Education Textbooks,Social Sciences,Senior (60+)
198711,62, usa,553255851,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Senior (60+)
198711,62, usa,812505018,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Senior (60+)
198782,18, usa,439099390,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
198833,16, canada,439099390,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Teens (12-17)
198840,24, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
199092,50, netherlands,520043936,Mahabharata,B.R. BHAGWAT,Comics & Mangas,Comics,Adult (30-59)
199178,57, united kingdom,670848549,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
199431,15, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Teens (12-17)
199502,15, canada,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Teens (12-17)
199548,45, usa,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Adult (30-59)
200198,19, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
200226,39, canada,451525817,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
200226,39, canada,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
200226,39, canada,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Religion,Buddhism,Adult (30-59)
200226,39, canada,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
200287,22, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
200643,21, usa,380010003,The Interpretation of Dreams,Sigmund Freud,Higher Education Textbooks,Social Sciences,Young Adult (18-29)
200643,21, usa,671722751,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Young Adult (18-29)
200658,19, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
200674,58, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
200674,58, usa,425067645,Icebreaker,HANNAH GRACE,Sports,Winter Sports,Adult (30-59)
200674,58, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
200704,104, australia,078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Sciences, Technology & Medicine",Transportation & Automotive,Senior (60+)
200993,25, portugal,486425576,The Art of War,Lionel Giles translator,History,Ancient,Young Adult (18-29)
201017,36, usa,373218435,Untamed,Glennon Doyle,Reference,Library & Information Science,Adult (30-59)
201042,34, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
201290,35, portugal,156012197,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
201290,35, portugal,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
201526,25, canada,140328696,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Young Adult (18-29)
201526,25, canada,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
201526,25, canada,553247816,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
201526,25, canada,1566190916,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Young Adult (18-29)
201641,19, canada,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
201674,28, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
201684,24, usa,439099390,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
201760,29, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
202127,25, usa,812505166,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
202462,32, usa,425067645,Icebreaker,HANNAH GRACE,Sports,Winter Sports,Adult (30-59)
203058,32, usa,679722971,Zen in the Art of Archery,Eugen Herrigel,Sports,Combat Sports & Self-Defence,Adult (30-59)
203075,23, usa,140328696,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Young Adult (18-29)
203075,23, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
203162,24, usa,014130541X,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Young Adult (18-29)
203162,24, usa,141305479,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
203240,32, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
203240,32, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
203603,37, philippines,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
203844,40, canada,440226198,The Gift of Fear,Gavin de Becker,Society & Social Sciences,Social Welfare & Social Services,Adult (30-59)
203900,30, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
203900,30, usa,553210939,Crime and Punishment,Fyodor Dostoevsky,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
204623,28, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Young Adult (18-29)
204864,47, usa,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Adult (30-59)
204864,47, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
204864,47, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
204864,47, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
204864,47, usa,671782908,TWILIGHT,Stephenie Meyer,Teen & Young Adult,Science Fiction & Fantasy,Adult (30-59)
204864,47, usa,078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Sciences, Technology & Medicine",Transportation & Automotive,Adult (30-59)
204864,47, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
204964,24, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Young Adult (18-29)
204964,24, usa,812505042,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Young Adult (18-29)
205426,36, usa,451519582,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
205502,24, usa,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Young Adult (18-29)
205502,24, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
205936,17, canada,416101607,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Teens (12-17)
205939,13, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Teens (12-17)
206074,16, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Teens (12-17)
206567,33, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
207246,28, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
207246,28, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
207275,22, united kingdom,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
207721,39, canada,553211412,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
207721,39, canada,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
207965,46, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
207971,53, usa,689113064,Screenplay,Syd Field,"Arts, Film & Photography",Cinema & Broadcast,Adult (30-59)
207971,53, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
208251,35, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
208382,53, usa,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Adult (30-59)
208406,30, usa,449911462,Think and Grow Rich,Napoleon Hill,Business & Economics,Economics,Adult (30-59)
208406,30, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
208406,30, usa,812505166,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
208410,23, united kingdom,440419468,Holes,Louis Sachar,Children's Books,Crime & Thriller,Young Adult (18-29)
208907,26, usa,895268647,The Communist Manifesto,Karl Marx,Business & Economics,Economics,Young Adult (18-29)
209160,32, canada,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
209527,40, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
209870,41, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
210485,35, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
210685,25, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
210792,36, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
210816,29, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
210816,29, usa,880299185,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
210959,30, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
210959,30, usa,553151746,Charlie and the Great Glass Elevator,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
211344,32, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
211426,24, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
211426,24, usa,440226198,The Gift of Fear,Gavin de Becker,Society & Social Sciences,Social Welfare & Social Services,Young Adult (18-29)
211426,24, usa,553121456,Independence,Chitra Banerjee Divakaruni,Higher Education Textbooks,Social Sciences,Young Adult (18-29)
211426,24, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
211426,24, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
211426,24, usa,590407201,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
211426,24, usa,812505166,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
211426,24, usa,812510453,Chaos,James Gleick,Science & Mathematics,Mathematics,Young Adult (18-29)
211847,27, usa,553210211,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
211919,38, usa,590433466,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
212088,33, germany,747561966,Harry Potter and the Philosopher's Stone,J.K. Rowling,Children's Books,Fantasy,Adult (30-59)
212142,37, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
212181,13, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Teens (12-17)
212206,32, australia,590433466,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
212539,31, usa,812505166,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
212645,21, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
212645,21, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
212923,34, usa,64430170,Goodnight Moon,Margaret Wise Brown,Children's Books,Animals & Pets,Adult (30-59)
213255,32, united kingdom,440419468,Holes,Louis Sachar,Children's Books,Crime & Thriller,Adult (30-59)
213312,47, usa,876120796,Autobiography of a Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Adult (30-59)
213350,65, usa,1885283008,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Sciences, Technology & Medicine",Transportation & Automotive,Senior (60+)
213638,43, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
214042,63, canada,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Senior (60+)
214213,25, usa,1586635603,The Art of War,Lionel Giles translator,History,Ancient,Young Adult (18-29)
214272,42, usa,393310396,Letters to a Young Poet,Rainer Maria Rilke,Reference,Library & Information Science,Adult (30-59)
214715,28, brazil,553263153,Bobby Fischer Teaches Chess,Bobby Fischer,"Crafts, Home & Lifestyle",Games & Quizzes,Young Adult (18-29)
215125,17, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Teens (12-17)
215622,27, france,66620724,Just for Fun: The Story of an Accidental Revolutionary,Linus Torvalds,"Computing, Internet & Digital Media",Network Administration,Young Adult (18-29)
215677,44, united kingdom,340611839,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
215779,43, usa,141305479,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
215821,15, usa,439228913,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Teens (12-17)
216012,34, usa,373218435,Untamed,Glennon Doyle,Reference,Library & Information Science,Adult (30-59)
216100,40, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
216386,25, usa,1594480001,The Kite Runner,Khaled Hosseini,"Arts, Film & Photography",Cinema & Broadcast,Young Adult (18-29)
216444,57, netherlands,312261780,Looking for Alaska,John Green,Teen & Young Adult,Romance,Adult (30-59)
216444,57, netherlands,876120796,Autobiography of a Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Adult (30-59)
216724,20, usa,087406726X,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Young Adult (18-29)
216907,20, singapore,804900116,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
217375,35, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
217375,35, usa,880299185,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
217740,37, spain,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
217740,37, spain,764120867,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Adult (30-59)
217740,37, spain,812505042,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Adult (30-59)
217986,35, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
218068,35, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
218568,41, usa,312261780,Looking for Alaska,John Green,Teen & Young Adult,Romance,Adult (30-59)
218608,31, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
218905,21, usa,449214923,Think and Grow Rich,Napoleon Hill,Business & Economics,Economics,Young Adult (18-29)
219013,19, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
219436,24, usa,812504577,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Young Adult (18-29)
219546,25, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
219546,25, usa,553150979,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Young Adult (18-29)
219546,25, usa,671722751,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Young Adult (18-29)
219683,32, usa,1567310079,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
219683,32, usa,1573226122,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
220396,23, usa,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Young Adult (18-29)
222035,56, usa,1594480001,The Kite Runner,Khaled Hosseini,"Arts, Film & Photography",Cinema & Broadcast,Adult (30-59)
222050,45, usa,440977096,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
222050,45, usa,451520092,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Adult (30-59)
222322,30, germany,3518366823,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
222590,25, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
222788,23, usa,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Religion,Buddhism,Young Adult (18-29)
223231,17, poland,397321651,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Teens (12-17)
223231,17, poland,439228913,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Teens (12-17)
223253,56, usa,553255851,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
223566,29, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
223566,29, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
224003,104, usa,590460307,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Senior (60+)
224349,23, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
224349,23, usa,1570621608,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chodron,Religion,Buddhism,Young Adult (18-29)
224525,18, romania,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Young Adult (18-29)
224525,18, romania,1577311523,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,Religion,New Age & Spirituality,Young Adult (18-29)
224764,116, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Senior (60+)
224764,116, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Senior (60+)
224764,116, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Senior (60+)
224764,116, usa,1551669463,The Italian,T L Swan,Romance,Multicultural & Interracial,Senior (60+)
224923,24, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
225087,51, canada,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
225199,54, canada,451521846,Four Great Comedies,William Shakespeare,"Arts, Film & Photography",Theater & Ballet,Adult (30-59)
225213,23, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
225595,37, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
225810,56, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
225810,56, usa,440477093,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
225938,46, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
225989,27, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
225989,27, usa,812505042,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Young Adult (18-29)
226007,24, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
226031,37, usa,895591286,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Adult (30-59)
226393,24, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
226393,24, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
226394,31, canada,340693088,Talk of the Town,Jennifer Bardsley,Romance,Small Town Romance,Adult (30-59)
226545,38, usa,380769530,Untamed,Glennon Doyle,Reference,Library & Information Science,Adult (30-59)
226616,204, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,
226965,47, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
227025,33, canada,140328696,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
227447,38, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
227447,38, usa,380808331,The Marriage Contract,Tara Ahmed,Romance,Love Triangle,Adult (30-59)
227447,38, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
227447,38, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
227447,38, usa,880299185,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
227520,33, usa,373218435,Untamed,Glennon Doyle,Reference,Library & Information Science,Adult (30-59)
227705,36, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
227861,31, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
228764,39, usa,373218435,Untamed,Glennon Doyle,Reference,Library & Information Science,Adult (30-59)
228998,41, usa,66620724,Just for Fun: The Story of an Accidental Revolutionary,Linus Torvalds,"Computing, Internet & Digital Media",Network Administration,Adult (30-59)
228998,41, usa,394404289,The Prophet,Kahlil Gibran,Literature & Fiction,Classic Fiction,Adult (30-59)
228998,41, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
228998,41, usa,425067645,Icebreaker,HANNAH GRACE,Sports,Winter Sports,Adult (30-59)
228998,41, usa,440226198,The Gift of Fear,Gavin de Becker,Society & Social Sciences,Social Welfare & Social Services,Adult (30-59)
228998,41, usa,044092717X,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Adult (30-59)
228998,41, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
229045,39, usa,66620724,Just for Fun: The Story of an Accidental Revolutionary,Linus Torvalds,"Computing, Internet & Digital Media",Network Administration,Adult (30-59)
229313,31, usa,440226198,The Gift of Fear,Gavin de Becker,Society & Social Sciences,Social Welfare & Social Services,Adult (30-59)
229551,28, canada,1551669463,The Italian,T L Swan,Romance,Multicultural & Interracial,Young Adult (18-29)
230030,36, usa,140328696,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
230180,33, usa,802137970,India: A History,John Keay,History,Ancient,Adult (30-59)
230211,24, australia,553351702,The Book of Five Rings,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Young Adult (18-29)
230522,52, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
230522,52, usa,439099390,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
230522,52, usa,440209900,Eiger Dreams: Ventures Among Men and Mountains,Jon Krakauer,Sports,Active Outdoor Pursuits,Adult (30-59)
230522,52, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
230522,52, usa,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Religion,Buddhism,Adult (30-59)
230522,52, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
230522,52, usa,812505166,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
230699,30, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
231210,44, usa,312261780,Looking for Alaska,John Green,Teen & Young Adult,Romance,Adult (30-59)
231210,44, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
231210,44, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
231210,44, usa,440226198,The Gift of Fear,Gavin de Becker,Society & Social Sciences,Social Welfare & Social Services,Adult (30-59)
231210,44, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
231210,44, usa,553502190,Into Thin Air,Jon Krakauer,Sports,Active Outdoor Pursuits,Adult (30-59)
231210,44, usa,671782908,TWILIGHT,Stephenie Meyer,Teen & Young Adult,Science Fiction & Fantasy,Adult (30-59)
