,id,title,author,genre,language,publicationYear,publisher,description,pageCount,tags,rating_average,most_popular_country,bestseller_status,awards,age_category,adapted_to_movie,movie_release_year,isbn
782,793,The Snowman,Jo Nesbø,Mystery/Thriller,Norwegian,2007,Aschehoug,Detective Harry Hole hunts a serial killer who builds snowmen at crime scenes.,383,"crime,norway,serial killer",4.03,Norway,True,,Adult,True,2017.0,978-0307595861
783,794,The Redbreast,Jo Nesbø,Mystery/Thriller,Norwegian,2000,Aschehoug,Harry Hole investigates a rare rifle that points to a neo-Nazi conspiracy.,518,"crime,norway,history",4.0,Norway,True,Glass Key Award,Adult,False,,978-0062266859
784,795,Headhunters,Jo Nesbø,Mystery/Thriller,Norwegian,2008,Aschehoug,A corporate headhunter steals art to fund his lavish lifestyle but picks the wrong target.,304,"crime,heist,norway",3.84,Norway,True,,Adult,True,2011.0,978-0307957184
785,796,Magpie Murders,Anthony Horowitz,Mystery/Thriller,English,2016,Orion,An editor reads a manuscript that contains a hidden real-life mystery.,496,"mystery,meta,whodunit",4.11,UK,True,,Adult,True,2022.0,978-0062645227
786,797,The Word Is Murder,Anthony Horowitz,Mystery/Thriller,English,2017,Century,The author Anthony Horowitz inserts himself into the story to solve a murder.,390,"mystery,meta,sherlock",4.05,UK,True,,Adult,False,,978-0062676788
787,798,The House of Silk,Anthony Horowitz,Mystery/Thriller,English,2011,Orion,A new Sherlock Holmes novel authorized by the Conan Doyle estate.,294,"mystery,sherlock,pastiche",3.99,UK,True,,Adult,False,,978-0316196994
788,799,Moriarty,Anthony Horowitz,Mystery/Thriller,English,2014,Orion,A Pinkerton agent and a Scotland Yard inspector hunt for Moriarty's successor.,285,"mystery,sherlock,villain",3.75,UK,True,,Adult,False,,978-0062377180
789,800,Nine Perfect Strangers,Liane Moriarty,Mystery/Thriller,English,2018,Pan Macmillan,Nine strangers gather at a remote health resort that isn't what it seems.,451,"mystery,resort,wellness",3.49,Australia,True,Goodreads Choice Nominee,Adult,True,2021.0,978-1250069825
790,801,Tell No One,Harlan Coben,Mystery/Thriller,English,2001,Delacorte,"A pediatrician receives a video showing his wife, who was murdered eight years ago, is still alive.",339,"mystery,twist,romance",4.13,USA,True,,Adult,True,2006.0,978-0440245902
791,802,The Stranger,Harlan Coben,Mystery/Thriller,English,2015,Dutton,A stranger approaches a man and reveals a shocking secret about his wife.,386,"mystery,secrets,family",3.96,USA,True,,Adult,True,2020.0,978-0525953500
792,803,The Lincoln Lawyer,Michael Connelly,Mystery/Thriller,English,2005,"Little, Brown",A criminal defense attorney operates out of the back of his Lincoln Town Car.,404,"legal,crime,los angeles",4.18,USA,True,Shamus Award,Adult,True,2011.0,978-0316734938
793,804,The Black Echo,Michael Connelly,Mystery/Thriller,English,1992,"Little, Brown",Detective Harry Bosch discovers a dead body in a drainpipe that links to a bank robbery.,482,"crime,detective,noir",4.14,USA,True,Edgar Award,Adult,True,2014.0,978-0316069434
794,805,The Poet,Michael Connelly,Mystery/Thriller,English,1996,"Little, Brown",A reporter investigates the suicide of his brother and uncovers a serial killer targeting cops.,448,"crime,serial killer,mystery",4.26,USA,True,Anthony Award,Adult,False,,978-0446602617
795,806,Along Came a Spider,James Patterson,Mystery/Thriller,English,1993,"Little, Brown",Detective Alex Cross hunts a serial kidnapper who has taken two children.,435,"crime,detective,suspense",4.09,USA,True,,Adult,True,2001.0,978-0446364195
796,807,Kiss the Girls,James Patterson,Mystery/Thriller,English,1995,"Little, Brown",Alex Cross investigates a series of kidnappings in North Carolina.,464,"crime,serial killer,mystery",4.13,USA,True,,Adult,True,1997.0,978-0446601245
797,808,The Bone Collector,Jeffery Deaver,Mystery/Thriller,English,1997,Viking,A quadriplegic criminologist tracks a serial killer in New York City.,528,"crime,forensics,mystery",4.19,USA,True,Nero Award,Adult,True,1999.0,978-0451488855
798,809,Presumed Innocent,Scott Turow,Mystery/Thriller,English,1987,"Farrar, Straus & Giroux",A prosecutor is charged with the murder of his colleague and mistress.,421,"legal,courtroom,mystery",4.05,USA,True,Silver Dagger,Adult,True,1990.0,978-0446359863
799,810,Defending Jacob,William Landay,Mystery/Thriller,English,2012,Delacorte,An assistant DA's son is accused of murdering a classmate.,421,"legal,family,crime",4.04,USA,True,Strand Critics Award,Adult,True,2020.0,978-0345533666
800,811,Mystic River,Dennis Lehane,Mystery/Thriller,English,2001,William Morrow,Three childhood friends are reunited by a tragedy in Boston.,401,"crime,boston,tragedy",4.18,USA,True,Dilys Award,Adult,True,2003.0,978-0060584757
801,812,The Given Day,Dennis Lehane,Historical Fiction,English,2008,William Morrow,"A story of Boston at the end of WWI, involving strikes, radicals, and baseball.",702,"history,boston,epic",4.12,USA,True,,Adult,False,,978-0061584893
802,813,The Couple Next Door,Shari Lapena,Mystery/Thriller,English,2016,Pamela Dorman,A baby is kidnapped from her crib while her parents are at a dinner party next door.,308,"mystery,kidnap,twist",3.82,Canada,True,,Adult,False,,978-0735221086
803,814,Behind Closed Doors,B.A. Paris,Mystery/Thriller,English,2016,St. Martin's Press,A seemingly perfect marriage hides a terrifying secret of control and abuse.,293,"mystery,psychology,suspense",4.0,UK,True,Goodreads Choice Nominee,Adult,False,,978-1250111326
804,815,The Last Thing He Told Me,Laura Dave,Mystery/Thriller,English,2021,Simon & Schuster,A woman searches for the truth about her husband after he disappears leaving a cryptic note.,303,"mystery,family,secrets",3.84,USA,True,Goodreads Choice Award,Adult,True,2023.0,978-1501171345
805,816,Then She Was Gone,Lisa Jewell,Mystery/Thriller,English,2017,Century,A mother meets a man whose daughter looks exactly like her own missing child.,359,"mystery,missing person,twist",4.07,UK,True,,Adult,False,,978-1501154645
806,817,The Family Upstairs,Lisa Jewell,Mystery/Thriller,English,2019,Atria,A woman inherits a house in Chelsea and uncovers its dark history of cult-like occupants.,336,"mystery,dark,cult",3.99,UK,True,,Adult,False,,978-1501190100
807,818,Local Woman Missing,Mary Kubica,Mystery/Thriller,English,2021,Park Row,Secrets revealed when a missing girl returns home after 11 years.,352,"mystery,kidnap,twist",4.1,USA,True,,Adult,False,,978-0778389446
808,819,The Good Girl,Mary Kubica,Mystery/Thriller,English,2014,Mira,A kidnapping story told from multiple perspectives with a nonlinear timeline.,352,"mystery,kidnap,twist",3.97,USA,True,,Adult,False,,978-0778316558
809,820,The Silent Wife,A.S.A. Harrison,Mystery/Thriller,English,2013,Penguin Canada,A chilling portrait of a marriage heading towards murder.,326,"mystery,marriage,psychology",3.6,Canada,True,,Adult,False,,978-0143123231
810,821,Anatomy of a Scandal,Sarah Vaughan,Mystery/Thriller,English,2018,Simon & Schuster,A politician's marriage unravels when he is accused of a terrible crime.,392,"legal,politics,marriage",3.79,UK,True,,Adult,True,2022.0,978-1501172168
811,822,Apple Tree Yard,Louise Doughty,Mystery/Thriller,English,2013,Faber & Faber,A respected scientist has an affair that leads to a violent crime and a trial.,336,"crime,affair,courtroom",3.6,UK,True,,Adult,True,2017.0,978-0571297887
812,823,The Girl Before,JP Delaney,Mystery/Thriller,English,2017,Quercus,"Two women, separated by time, live in the same minimalist house with strict rules.",341,"mystery,architecture,suspense",3.8,UK,True,,Adult,True,2021.0,978-0425285046
813,824,On Chesil Beach,Ian McEwan,Art/Literature,English,2007,Jonathan Cape,A young couple's wedding night in 1962 is ruined by their fear of intimacy.,166,"romance,history,novella",3.44,UK,True,Booker Prize Shortlist,Adult,True,2017.0,978-0307386175
814,825,Amsterdam,Ian McEwan,Art/Literature,English,1998,Jonathan Cape,Two friends make a euthanasia pact that goes horribly wrong.,193,"satire,morality,tragedy",3.45,UK,True,Booker Prize,Adult,False,,978-0385494243
815,826,The Children Act,Ian McEwan,Art/Literature,English,2014,Jonathan Cape,A judge must decide whether to force a sick teenager to have a blood transfusion against his religion.,224,"law,ethics,religion",3.87,UK,True,,Adult,True,2018.0,978-0385539708
816,827,Beatrice and Virgil,Yann Martel,Art/Literature,English,2010,Spiegel & Grau,An author encounters a taxidermist writing a play about a donkey and a monkey.,213,"allegory,holocaust,animals",3.14,Canada,True,,Adult,False,,978-1400069262
817,828,The Starless Sea,Erin Morgenstern,Fantasy,English,2019,Doubleday,A student finds a book describing his own life and enters a hidden underground world.,498,"magic,books,mystery",3.91,USA,True,Dragon Award Nominee,Adult,False,,978-0385541213
818,829,The Glass Hotel,Emily St. John Mandel,Art/Literature,English,2020,Knopf,A novel about a Ponzi scheme and the mysterious disappearance of a woman at sea.,302,"mystery,fraud,ghosts",3.83,Canada,True,,Adult,False,,978-0525521143
819,830,Utopia Avenue,David Mitchell,Historical Fiction,English,2020,Sceptre,The rise and fall of a psychedelic folk-rock band in late 1960s London.,574,"music,60s,band",4.11,UK,True,,Adult,False,,978-0812997439
820,831,Dandelion Wine,Ray Bradbury,Art/Literature,English,1957,Doubleday,A semi-autobiographical novel about a magical summer in 1928 Illinois.,239,"summer,childhood,nostalgia",4.13,USA,True,,Adult,False,,978-0553277531
821,832,The Sirens of Titan,Kurt Vonnegut,Sci-Fi,English,1959,Delacorte,A space odyssey involving a Martian invasion and the purpose of human history.,326,"satire,space,philosophy",4.16,USA,True,Hugo Nominee,Adult,False,,978-0385333498
822,833,Mother Night,Kurt Vonnegut,Historical Fiction,English,1961,Gold Medal Books,An American spy in Nazi Germany becomes a propaganda radio star.,282,"war,satire,spy",4.22,USA,True,,Adult,True,1996.0,978-0385334143
823,834,Player Piano,Kurt Vonnegut,Sci-Fi,English,1952,Scribner,"In a future where machines do all the work, an engineer rebels.",320,"dystopia,automation,satire",3.93,USA,True,,Adult,False,,978-0385333788
824,835,Galápagos,Kurt Vonnegut,Sci-Fi,English,1985,Delacorte,The story of a small group of humans who survive the apocalypse and evolve into seal-like creatures.,324,"evolution,satire,apocalypse",3.89,USA,True,,Adult,False,,978-0385333870
825,836,"God Bless You, Mr. Rosewater",Kurt Vonnegut,Humor,English,1965,"Holt, Rinehart and Winston",A millionaire philanthropist tries to do good in a world that thinks he's crazy.,275,"money,satire,humor",4.07,USA,True,,Adult,False,,978-0385333474
826,837,Chocolat,Joanne Harris,Fantasy,English,1999,Doubleday,A woman opens a chocolate shop in a repressed French village during Lent.,306,"food,france,romance",3.99,UK,True,Whitbread Nominee,Adult,True,2000.0,978-0552998482
827,838,The Hundred-Foot Journey,Richard C. Morais,Art/Literature,English,2008,Scribner,"An Indian boy becomes a chef in France, sparking a rivalry with a local restaurant.",256,"food,france,india",3.84,USA,True,,Adult,True,2014.0,978-1439165652
828,839,Bastard Out of Carolina,Dorothy Allison,Art/Literature,English,1992,Dutton,A young girl grows up in poverty and abuse in South Carolina.,309,"poverty,abuse,south",4.12,USA,True,National Book Award Finalist,Adult,True,1996.0,978-0452269576
829,840,Practical Magic,Alice Hoffman,Fantasy,English,1995,Putnam,Two sisters from a family of witches try to escape their magical heritage.,286,"magic,sisters,romance",3.85,USA,True,,Adult,True,1998.0,978-0425190371
830,841,The Rules of Magic,Alice Hoffman,Fantasy,English,2017,Simon & Schuster,"The prequel to Practical Magic, set in 1960s New York.",369,"magic,prequel,history",4.1,USA,True,,Adult,False,,978-1501137488
831,842,The Dovekeepers,Alice Hoffman,Historical Fiction,English,2011,Scribner,Four women's lives intersect during the siege of Masada in ancient Israel.,504,"history,women,tragedy",4.07,USA,True,,Adult,True,2015.0,978-1451617481
832,843,Frog Music,Emma Donoghue,Historical Fiction,English,2014,"Little, Brown",A burlesque dancer is murdered in 1876 San Francisco.,403,"crime,history,music",3.55,Canada,True,,Adult,False,,978-0316324687
833,844,The Wonder,Emma Donoghue,Historical Fiction,English,2016,"Little, Brown",A nurse is hired to watch a young girl in Ireland who claims to survive without food.,291,"history,ireland,mystery",3.76,Canada,True,Giller Prize Shortlist,Adult,True,2022.0,978-0316393874
834,845,Before I Fall,Lauren Oliver,Young Adult,English,2010,HarperCollins,A popular girl relives the day of her death over and over again.,470,"timeloop,school,redemption",3.91,USA,True,,Young Adult,True,2017.0,978-0061726804
835,846,Delirium,Lauren Oliver,Sci-Fi,English,2011,HarperCollins,"In a future where love is considered a disease, a girl falls in love just before her cure.",441,"dystopia,romance,love",3.96,USA,True,Goodreads Choice Nominee,Young Adult,False,,978-0061726828
836,847,Uglies,Scott Westerfeld,Sci-Fi,English,2005,Simon & Schuster,Teenagers undergo surgery at 16 to become 'Pretty' in a conformist society.,425,"dystopia,beauty,scifi",3.86,USA,True,,Young Adult,True,2024.0,978-0689865381
837,848,Pretties,Scott Westerfeld,Sci-Fi,English,2005,Simon & Schuster,"Tally Youngblood gets her wish to be Pretty, but something is wrong.",370,"dystopia,sequel,scifi",3.84,USA,True,,Young Adult,False,,978-0689865398
838,849,Specials,Scott Westerfeld,Sci-Fi,English,2006,Simon & Schuster,"Tally becomes a Special, an elite enforcer for the city.",372,"dystopia,action,finale",3.76,USA,True,,Young Adult,False,,978-0689865404
839,850,Leviathan,Scott Westerfeld,Sci-Fi,English,2009,Simon & Schuster,An alternate WWI fought between Darwinist bio-machines and Clanker mechs.,440,"steampunk,war,history",4.18,USA,True,Locus Award,Young Adult,False,,978-1416971733
840,851,We Were Liars,E. Lockhart,Young Adult,English,2014,Delacorte,"A group of friends spend their summers on a private island, hiding a dark secret.",242,"mystery,twist,summer",3.84,USA,True,Goodreads Choice Award,Young Adult,False,,978-0385741262
841,852,One of Us Is Lying,Karen M. McManus,Mystery/Thriller,English,2017,Delacorte,"Five students walk into detention, but only four walk out alive.",360,"mystery,high school,crime",4.03,USA,True,Goodreads Choice Nominee,Young Adult,True,2021.0,978-1524714680
842,853,A Good Girl's Guide to Murder,Holly Jackson,Mystery/Thriller,English,2019,Electric Monkey,A high school senior investigates a closed murder case for her final project.,433,"mystery,crime,investigation",4.34,UK,True,British Book Award,Young Adult,True,2024.0,978-1984896391
843,854,The Inheritance Games,Jennifer Lynn Barnes,Mystery/Thriller,English,2020,"Little, Brown",A teenager inherits billions from a stranger but must live in his house of puzzles.,376,"mystery,puzzles,wealth",4.22,USA,True,Goodreads Choice Nominee,Young Adult,False,,978-1368052405
844,855,Truly Devious,Maureen Johnson,Mystery/Thriller,English,2018,Katherine Tegen,A true-crime aficionado attends a boarding school with a famous unsolved kidnapping.,416,"mystery,boarding school,crime",4.04,USA,True,,Young Adult,False,,978-0062338051
845,856,Sadie,Courtney Summers,Mystery/Thriller,English,2018,Wednesday Books,A girl sets out to find her sister's killer while a podcast tracks her journey.,311,"mystery,podcast,revenge",4.11,Canada,True,Edgar Award,Young Adult,False,,978-1250105714
846,857,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,Romance,English,2015,Balzer + Bray,A closeted gay teen is blackmailed with his emails.,303,"lgbt,romance,high school",4.23,USA,True,William C. Morris Award,Young Adult,True,2018.0,978-0062348678
847,858,They Both Die at the End,Adam Silvera,Young Adult,English,2017,HarperTeen,Two strangers meet on their last day on Earth via an app called Last Friend.,389,"lgbt,death,friendship",3.96,USA,True,Goodreads Choice Nominee,Young Adult,False,,978-0062457790
848,859,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,Young Adult,English,2012,Simon & Schuster,Two Mexican-American boys form a deep bond in 1987 El Paso.,359,"lgbt,coming-of-age,friendship",4.32,USA,True,Printz Honor,Young Adult,True,2023.0,978-1442408937
849,860,The Things They Carried,Tim O'Brien,Adventure,English,1990,Houghton Mifflin,A collection of linked short stories about a platoon of American soldiers in Vietnam.,233,"war,history,classic",4.13,USA,True,National Book Award Finalist,Adult,False,,978-0618706419
850,861,Eleanor & Park,Rainbow Rowell,Romance,English,2013,St. Martin's Press,Two misfits bond over music and comics on the school bus in 1986.,328,"romance,80s,teen",4.01,USA,True,Printz Honor,Young Adult,False,,978-1250012579
851,862,Fangirl,Rainbow Rowell,Young Adult,English,2013,St. Martin's Press,A fanfiction writer struggles with social anxiety and college life.,433,"fandom,college,romance",4.04,USA,True,,Young Adult,False,,978-1250030955
852,863,Carry On,Rainbow Rowell,Fantasy,English,2015,St. Martin's Press,The 'Chosen One' and his vampire roommate navigate magic and romance.,522,"magic,lgbt,satire",4.16,USA,True,,Young Adult,False,,978-1250049551
853,864,Every Day,David Levithan,Fantasy,English,2012,Knopf,A spirit wakes up in a different body every day but falls in love with the same girl.,322,"romance,body swap,philosophy",3.92,USA,True,,Young Adult,True,2018.0,978-0307931887
854,865,"Everything, Everything",Nicola Yoon,Romance,English,2015,Delacorte,A girl allergic to the world falls for the boy next door.,306,"romance,illness,twist",4.01,USA,True,,Young Adult,True,2017.0,978-0553496642
855,866,The Sun Is Also a Star,Nicola Yoon,Romance,English,2016,Delacorte,Two teens fall in love over the course of a single day in New York City.,384,"romance,fate,immigration",4.03,USA,True,National Book Award Finalist,Young Adult,True,2019.0,978-0553496680
856,867,Speak,Laurie Halse Anderson,Young Adult,English,1999,"Farrar, Straus & Giroux","A freshman becomes a social outcast after calling the police on a party, hiding a trauma.",197,"trauma,school,classic",4.04,USA,True,National Book Award Finalist,Young Adult,True,2004.0,978-0312674397
857,868,The House on Mango Street,Sandra Cisneros,Art/Literature,English,1984,Arte Público,A young Latina girl grows up in Chicago and dreams of a better life.,110,"classic,coming-of-age,latino",3.67,USA,True,American Book Award,Young Adult,False,,978-0679734772
858,869,Esperanza Rising,Pam Muñoz Ryan,Historical Fiction,English,2000,Scholastic,A wealthy Mexican girl is forced to flee to California and become a farm worker.,262,"history,immigration,family",4.07,USA,True,Pura Belpré Award,Children,False,,978-0439120425
859,870,The Poet X,Elizabeth Acevedo,Art/Literature,English,2018,HarperTeen,A slam poetry novel about a Dominican-American girl finding her voice.,368,"poetry,coming-of-age,latino",4.42,USA,True,National Book Award,Young Adult,False,,978-0062662804
860,871,I'm Glad My Mom Died,Jennette McCurdy,Non-Fiction,English,2022,Simon & Schuster,A former child star recounts her abusive relationship with her mother.,320,"memoir,hollywood,abuse",4.55,USA,True,Goodreads Choice Award,Adult,False,,978-1982185824
861,872,Crying in H Mart,Michelle Zauner,Non-Fiction,English,2021,Knopf,"A memoir about grief, food, and growing up Korean American.",239,"memoir,food,grief",4.28,USA,True,Goodreads Choice Award,Adult,False,,978-0525657743
862,873,Know My Name,Chanel Miller,Non-Fiction,English,2019,Viking,The powerful memoir of the survivor of the Stanford sexual assault case.,384,"memoir,justice,trauma",4.7,USA,True,National Book Critics Circle Award,Adult,False,,978-0735223707
863,874,In the Dream House,Carmen Maria Machado,Non-Fiction,English,2019,Graywolf Press,A memoir about a domestic abuse relationship told through various narrative tropes.,251,"memoir,lgbt,abuse",4.52,USA,True,,Adult,False,,978-1644450031
864,875,My Dark Vanessa,Kate Elizabeth Russell,Art/Literature,English,2020,William Morrow,A woman re-evaluates her relationship with her high school teacher years later.,373,"trauma,psychology,controversial",3.93,USA,True,Goodreads Choice Nominee,Adult,False,,978-0062941503
865,876,Exciting Times,Naoise Dolan,Art/Literature,English,2020,Ecco,A modern love triangle set in Hong Kong involving an Irish expat.,243,"romance,humor,satire",3.32,Ireland,True,,Adult,False,,978-0062968821
866,877,Luster,Raven Leilani,Art/Literature,English,2020,"Farrar, Straus & Giroux",A young black woman gets involved in an open marriage.,227,"race,art,satire",3.63,USA,True,Kirkus Prize,Adult,False,,978-0374194321
867,878,Bossypants,Tina Fey,Non-Fiction,English,2011,Reagan Arthur,A humorous memoir from the SNL and 30 Rock creator.,277,"humor,biography,snl",3.96,USA,True,,Adult,False,,978-0316056861
868,879,Yes Please,Amy Poehler,Non-Fiction,English,2014,Dey Street,Stories and advice from the comedian and actress.,329,"humor,biography,feminism",3.83,USA,True,,Adult,False,,978-0062268341
869,880,"Detransition, Baby",Torrey Peters,Art/Literature,English,2021,One World,Three women—trans and cis—navigate a complicated pregnancy.,337,"lgbt,relationships,modern",3.96,USA,True,Women's Prize Nominee,Adult,False,,978-0593133378
870,881,Greenlights,Matthew McConaughey,Non-Fiction,English,2020,Crown,Unconventional wisdom and life lessons from the actor.,304,"memoir,philosophy,hollywood",4.23,USA,True,Goodreads Choice Award,Adult,False,,978-0593139134
871,882,Boyfriend Material,Alexis Hall,Romance,English,2020,Sourcebooks Casablanca,A fake dating romance between a rock star's son and a barrister.,425,"romance,lgbt,humor",4.09,UK,True,,Adult,False,,978-1492693072
872,883,A Promised Land,Barack Obama,Non-Fiction,English,2020,Crown,The first volume of presidential memoirs from Barack Obama.,768,"memoir,politics,history",4.45,USA,True,,Adult,False,,978-1524763169
873,884,Less Than Zero,Bret Easton Ellis,Art/Literature,English,1985,Simon & Schuster,A wealthy college student returns to Los Angeles for winter break.,195,"drugs,80s,nihilism",3.6,USA,True,,Adult,True,1987.0,978-0679781493
874,885,Elon Musk,Walter Isaacson,Non-Fiction,English,2023,Simon & Schuster,An intimate story of the controversial innovator.,688,"biography,tech,business",4.2,USA,True,,Adult,False,,978-1982181284
875,886,Leonardo da Vinci,Walter Isaacson,Non-Fiction,English,2017,Simon & Schuster,A biography of the Renaissance genius connecting his art and science.,600,"biography,art,history",4.24,USA,True,,Adult,False,,978-1501139154
876,887,The Song of the Lioness: Alanna,Tamora Pierce,Fantasy,English,1983,Atheneum,A girl disguises herself as a boy to train as a knight.,274,"fantasy,magic,gender",4.27,USA,True,,Young Adult,False,,978-1442426412
877,888,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,Non-Fiction,English,2015,Harvill Secker,An exploration of the future of humanity.,448,"future,science,philosophy",4.25,Israel,True,,Adult,False,,978-0062464316
878,889,Wild Magic,Tamora Pierce,Fantasy,English,1992,Atheneum,Daine has a wild magic that allows her to communicate with animals.,362,"fantasy,animals,magic",4.32,USA,True,,Young Adult,False,,978-1442435995
879,890,Chrestomanci: Charmed Life,Diana Wynne Jones,Fantasy,English,1977,Macmillan,Cat Chant is a mediocre wizard overshadowed by his brilliant sister.,256,"magic,classic,kids",4.03,UK,True,,Children,False,,978-0064472685
880,891,Sabriel,Garth Nix,Fantasy,English,1995,HarperCollins,A girl must enter the Old Kingdom to rescue her father from death.,491,"magic,necromancy,fantasy",4.16,Australia,True,Aurealis Award,Young Adult,False,,978-0064471831
881,892,Lirael,Garth Nix,Fantasy,English,2001,HarperCollins,A librarian with no magical sight discovers a destiny in the Old Kingdom.,496,"magic,library,adventure",4.23,Australia,True,,Young Adult,False,,978-0060005426
882,893,Abhorsen,Garth Nix,Fantasy,English,2003,HarperCollins,The conclusion to the Old Kingdom trilogy facing the Destroyer.,358,"magic,necromancy,finale",4.26,Australia,True,,Young Adult,False,,978-0060005440
883,894,Graceling,Kristin Cashore,Fantasy,English,2008,Harcourt,A girl graced with the skill of killing fights for her freedom.,471,"magic,romance,action",4.06,USA,True,,Young Adult,False,,978-0152063962
884,895,The Selection,Kiera Cass,Sci-Fi,English,2012,HarperTeen,35 girls compete for the heart of a prince in a caste-based society.,336,"romance,dystopia,royalty",4.09,USA,True,,Young Adult,False,,978-0062059932
885,896,Red Queen,Victoria Aveyard,Fantasy,English,2015,HarperTeen,A girl with red blood discovers she has the powers of the silver-blooded elite.,383,"fantasy,dystopia,powers",4.01,USA,True,Goodreads Choice Award,Young Adult,False,,978-0062310637
886,897,Shatter Me,Tahereh Mafi,Sci-Fi,English,2011,HarperCollins,A girl with a lethal touch is used as a weapon by a totalitarian regime.,338,"dystopia,romance,powers",3.96,USA,True,,Young Adult,False,,978-0062085504
887,898,Legend,Marie Lu,Sci-Fi,English,2011,Putnam,A prodigy and a criminal cross paths in a dystopian America.,305,"dystopia,action,romance",4.16,USA,True,,Young Adult,False,,978-0399256752
888,899,An Ember in the Ashes,Sabaa Tahir,Fantasy,English,2015,Razorbill,A slave and a soldier cross paths in a brutal empire inspired by ancient Rome.,446,"fantasy,romance,war",4.26,USA,True,,Young Adult,False,,978-1595148032
889,900,The Wrath and the Dawn,Renée Ahdieh,Fantasy,English,2015,Putnam,A retelling of 1001 Nights where a girl volunteers to marry a murderous Caliph.,388,"retelling,romance,magic",4.14,USA,True,,Young Adult,False,,978-0399171611
890,901,Scythe,Neal Shusterman,Sci-Fi,English,2016,Simon & Schuster,"In a future where death has been conquered, Scythes are the only ones who can end life.",435,"dystopia,death,scifi",4.33,USA,True,Printz Honor,Young Adult,False,,978-1442472426
891,902,Thunderhead,Neal Shusterman,Sci-Fi,English,2018,Simon & Schuster,"The Thunderhead cannot interfere in the affairs of the Scythedom, leading to chaos.",504,"dystopia,ai,sequel",4.49,USA,True,,Young Adult,False,,978-1442472457
892,903,The Toll,Neal Shusterman,Sci-Fi,English,2019,Simon & Schuster,The conclusion to the Arc of a Scythe trilogy.,625,"dystopia,finale,epic",4.18,USA,True,,Young Adult,False,,978-1442472488
893,904,Unwind,Neal Shusterman,Sci-Fi,English,2007,Simon & Schuster,Teens can be 'unwound'—having their body parts harvested for others—by parental order.,335,"dystopia,horror,survival",4.17,USA,True,,Young Adult,False,,978-1416912040
894,905,Horns,Joe Hill,Horror,English,2010,William Morrow,A man wakes up with horns growing from his head and the power to make people confess their sins.,370,"horror,dark fantasy,revenge",3.92,USA,True,,Adult,True,2013.0,978-0061147955
895,906,NOS4A2,Joe Hill,Horror,English,2013,William Morrow,A woman battles an immortal psychopath who kidnaps children to a place called Christmasland.,692,"horror,christmas,fantasy",3.92,USA,True,Bram Stoker Award Nominee,Adult,True,2019.0,978-0062200570
896,907,Heart-Shaped Box,Joe Hill,Horror,English,2007,William Morrow,"An aging rock star buys a ghost online, but the spirit wants him dead.",376,"horror,ghosts,music",3.84,USA,True,Bram Stoker Award,Adult,False,,978-0061147931
897,908,The Fireman,Joe Hill,Horror,English,2016,William Morrow,A plague of spontaneous combustion threatens to burn civilization to the ground.,747,"horror,apocalypse,virus",3.92,USA,True,Locus Award,Adult,False,,978-0062200631
898,909,Odd Thomas,Dean Koontz,Mystery/Thriller,English,2003,Bantam,A fry cook who can see the dead tries to prevent a massacre in his town.,399,"horror,mystery,supernatural",4.03,USA,True,,Adult,True,2013.0,978-0553584493
899,910,Watchers,Dean Koontz,Mystery/Thriller,English,1987,Putnam,A man and a genetically enhanced dog are hunted by a terrifying monster.,404,"horror,scifi,dog",4.17,USA,True,,Adult,True,1988.0,978-0425188804
900,911,Intensity,Dean Koontz,Mystery/Thriller,English,1995,Knopf,A young woman survives a serial killer's attack and pursues him to save his next victim.,308,"thriller,suspense,psychology",4.07,USA,True,,Adult,True,1997.0,978-0345533376
901,912,Phantoms,Dean Koontz,Horror,English,1983,Putnam,Two sisters return to their hometown to find everyone dead or missing.,448,"horror,mystery,lovecraftian",3.92,USA,True,,Adult,True,1998.0,978-0425181102
902,913,Uprooted,Naomi Novik,Fantasy,English,2015,Del Rey,"A young woman is chosen to serve the Dragon, a wizard who protects the valley.",435,"magic,fairytale,romance",4.06,USA,True,Nebula Award,Young Adult,False,,978-0804179034
903,914,Spinning Silver,Naomi Novik,Fantasy,English,2018,Del Rey,A retelling of Rumpelstiltskin involving a moneylender's daughter and winter fae.,466,"magic,retelling,winter",4.23,USA,True,Locus Award,Young Adult,False,,978-0399180989
904,915,The Bear and the Nightingale,Katherine Arden,Fantasy,English,2017,Del Rey,A girl in medieval Russia can see folklore spirits that others cannot.,323,"fantasy,russia,history",4.11,USA,True,,Adult,False,,978-1101885932
905,916,The Girl in the Tower,Katherine Arden,Fantasy,English,2017,Del Rey,Vasya disguises herself as a boy to travel across Russia.,363,"fantasy,adventure,sequel",4.27,USA,True,,Adult,False,,978-1101885963
906,917,The Winter of the Witch,Katherine Arden,Fantasy,English,2019,Del Rey,Vasya must save Russia from both mortal and magical threats.,384,"fantasy,finale,russia",4.39,USA,True,,Adult,False,,978-1101886021
907,918,The Rosie Project,Graeme Simsion,Romance,English,2013,Text Publishing,A genetics professor with Asperger's designs a questionnaire to find a wife.,295,"romance,humor,autism",4.0,Australia,True,,Adult,False,,978-1476729084
